mir,GO,gene
miR-130a,GO:0002070~epithelial cell maturation,GJA1
miR-130a,GO:0002088~lens development in camera-type eye,GJA1
miR-130a,GO:0002544~chronic inflammatory response,GJA1
miR-130a,GO:0003104~positive regulation of glomerular filtration,GJA1
miR-130a,GO:0003158~endothelium development,GJA1
miR-130a,GO:0003294~atrial ventricular junction remodeling,GJA1
miR-130a,GO:0006810~transport,GJA1
miR-130a,GO:0006915~apoptotic process,GJA1
miR-130a,GO:0006936~muscle contraction,GJA1
miR-130a,GO:0007165~signal transduction,GJA1
miR-130a,GO:0007204~positive regulation of cytosolic calcium ion concentration,GJA1
miR-130a,GO:0007267~cell-cell signaling,GJA1
miR-130a,GO:0007507~heart development,GJA1
miR-130a,GO:0007512~adult heart development,GJA1
miR-130a,GO:0009268~response to pH,GJA1
miR-130a,GO:0009749~response to glucose,GJA1
miR-130a,GO:0010232~vascular transport,GJA1
miR-130a,GO:0010628~positive regulation of gene expression,GJA1
miR-130a,GO:0010629~negative regulation of gene expression,GJA1
miR-130a,GO:0010643~cell communication by chemical coupling,GJA1
miR-130a,GO:0010644~cell communication by electrical coupling,GJA1
miR-130a,GO:0010652~positive regulation of cell communication by chemical coupling,GJA1
miR-130a,GO:0015867~ATP transport,GJA1
miR-130a,GO:0016264~gap junction assembly,GJA1
miR-130a,GO:0030308~negative regulation of cell growth,GJA1
miR-130a,GO:0030500~regulation of bone mineralization,GJA1
miR-130a,GO:0032024~positive regulation of insulin secretion,GJA1
miR-130a,GO:0034220~ion transmembrane transport,GJA1
miR-130a,GO:0034405~response to fluid shear stress,GJA1
miR-130a,GO:0042733~embryonic digit morphogenesis,GJA1
miR-130a,GO:0043123~positive regulation of I-kappaB kinase/NF-kappaB signaling,GJA1
miR-130a,GO:0043403~skeletal muscle tissue regeneration,GJA1
miR-130a,GO:0043434~response to peptide hormone,GJA1
miR-130a,GO:0045669~positive regulation of osteoblast differentiation,GJA1
miR-130a,GO:0045732~positive regulation of protein catabolic process,GJA1
miR-130a,GO:0045844~positive regulation of striated muscle tissue development,GJA1
miR-130a,GO:0045907~positive regulation of vasoconstriction,GJA1
miR-130a,GO:0045909~positive regulation of vasodilation,GJA1
miR-130a,GO:0046850~regulation of bone remodeling,GJA1
miR-130a,GO:0048514~blood vessel morphogenesis,GJA1
miR-130a,GO:0048812~neuron projection morphogenesis,GJA1
miR-130a,GO:0051259~protein oligomerization,GJA1
miR-130a,GO:0051924~regulation of calcium ion transport,GJA1
miR-130a,GO:0060044~negative regulation of cardiac muscle cell proliferation,GJA1
miR-130a,GO:0060156~milk ejection,GJA1
miR-130a,GO:0060307~regulation of ventricular cardiac muscle cell membrane repolarization,GJA1
miR-130a,GO:0060371~regulation of atrial cardiac muscle cell membrane depolarization,GJA1
miR-130a,GO:0060373~regulation of ventricular cardiac muscle cell membrane depolarization,GJA1
miR-130a,GO:0061045~negative regulation of wound healing,GJA1
miR-130a,GO:0071260~cellular response to mechanical stimulus,GJA1
miR-130a,GO:0086014~atrial cardiac muscle cell action potential,GJA1
miR-130a,GO:0086064~cell communication by electrical coupling involved in cardiac conduction,GJA1
miR-130a,GO:2000279~negative regulation of DNA biosynthetic process,GJA1
miR-130a,GO:2000810~regulation of bicellular tight junction assembly,GJA1
miR-130a,GO:2000987~positive regulation of behavioral fear response<COMMA>,GJA1
miR-130a,GO:0001501~skeletal system development,HOXA10
miR-130a,GO:0006355~regulation of transcription<COMMA> DNA-templated,HOXA10
miR-130a,GO:0006366~transcription from RNA polymerase II promoter,HOXA10
miR-130a,GO:0007275~multicellular organism development,HOXA10
miR-130a,GO:0007283~spermatogenesis,HOXA10
miR-130a,GO:0007338~single fertilization,HOXA10
miR-130a,GO:0008584~male gonad development,HOXA10
miR-130a,GO:0009952~anterior/posterior pattern specification,HOXA10
miR-130a,GO:0009954~proximal/distal pattern formation,HOXA10
miR-130a,GO:0030326~embryonic limb morphogenesis,HOXA10
miR-130a,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,HOXA10
miR-130a,GO:0060065~uterus development<COMMA>,HOXA10
miR-130a,GO:0003016~respiratory system process,HOXA5
miR-130a,GO:0006366~transcription from RNA polymerase II promoter,HOXA5
miR-130a,GO:0007275~multicellular organism development,HOXA5
miR-130a,GO:0009952~anterior/posterior pattern specification,HOXA5
miR-130a,GO:0010870~positive regulation of receptor biosynthetic process,HOXA5
miR-130a,GO:0016477~cell migration,HOXA5
miR-130a,GO:0016525~negative regulation of angiogenesis,HOXA5
miR-130a,GO:0030878~thyroid gland development,HOXA5
miR-130a,GO:0033599~regulation of mammary gland epithelial cell proliferation,HOXA5
miR-130a,GO:0035264~multicellular organism growth,HOXA5
miR-130a,GO:0043065~positive regulation of apoptotic process,HOXA5
miR-130a,GO:0045639~positive regulation of myeloid cell differentiation,HOXA5
miR-130a,GO:0045647~negative regulation of erythrocyte differentiation,HOXA5
miR-130a,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,HOXA5
miR-130a,GO:0048286~lung alveolus development,HOXA5
miR-130a,GO:0048704~embryonic skeletal system morphogenesis,HOXA5
miR-130a,GO:0060435~bronchiole development,HOXA5
miR-130a,GO:0060441~epithelial tube branching involved in lung morphogenesis,HOXA5
miR-130a,GO:0060480~lung goblet cell differentiation,HOXA5
miR-130a,GO:0060484~lung-associated mesenchyme development,HOXA5
miR-130a,GO:0060535~trachea cartilage morphogenesis,HOXA5
miR-130a,GO:0060574~intestinal epithelial cell maturation,HOXA5
miR-130a,GO:0060638~mesenchymal-epithelial cell signaling,HOXA5
miR-130a,GO:0060644~mammary gland epithelial cell differentiation,HOXA5
miR-130a,GO:0060749~mammary gland alveolus development,HOXA5
miR-130a,GO:0060764~cell-cell signaling involved in mammary gland development<COMMA>,HOXA5
miR-130a,GO:0001503~ossification,IFITM1
miR-130a,GO:0007166~cell surface receptor signaling pathway,IFITM1
miR-130a,GO:0008285~negative regulation of cell proliferation,IFITM1
miR-130a,GO:0009607~response to biotic stimulus,IFITM1
miR-130a,GO:0009615~response to virus,IFITM1
miR-130a,GO:0030336~negative regulation of cell migration,IFITM1
miR-130a,GO:0034341~response to interferon-gamma,IFITM1
miR-130a,GO:0035455~response to interferon-alpha,IFITM1
miR-130a,GO:0035456~response to interferon-beta,IFITM1
miR-130a,GO:0045071~negative regulation of viral genome replication,IFITM1
miR-130a,GO:0045669~positive regulation of osteoblast differentiation,IFITM1
miR-130a,GO:0046597~negative regulation of viral entry into host cell,IFITM1
miR-130a,GO:0050776~regulation of immune response,IFITM1
miR-130a,GO:0051607~defense response to virus,IFITM1
miR-130a,GO:0060337~type I interferon signaling pathway<COMMA>,IFITM1
miR-130a,GO:0000165~MAPK cascade,IL18
miR-130a,GO:0001525~angiogenesis,IL18
miR-130a,GO:0006954~inflammatory response,IL18
miR-130a,GO:0006955~immune response,IL18
miR-130a,GO:0007267~cell-cell signaling,IL18
miR-130a,GO:0010744~positive regulation of macrophage derived foam cell differentiation,IL18
miR-130a,GO:0014068~positive regulation of phosphatidylinositol 3-kinase signaling,IL18
miR-130a,GO:0030101~natural killer cell activation,IL18
miR-130a,GO:0030155~regulation of cell adhesion,IL18
miR-130a,GO:0030431~sleep,IL18
miR-130a,GO:0031663~lipopolysaccharide-mediated signaling pathway,IL18
miR-130a,GO:0032148~activation of protein kinase B activity,IL18
miR-130a,GO:0032725~positive regulation of granulocyte macrophage colony-stimulating factor production,IL18
miR-130a,GO:0032729~positive regulation of interferon-gamma production,IL18
miR-130a,GO:0032740~positive regulation of interleukin-17 production,IL18
miR-130a,GO:0032819~positive regulation of natural killer cell proliferation,IL18
miR-130a,GO:0034105~positive regulation of tissue remodeling,IL18
miR-130a,GO:0035655~interleukin-18-mediated signaling pathway,IL18
miR-130a,GO:0042033~chemokine biosynthetic process,IL18
miR-130a,GO:0042088~T-helper 1 type immune response,IL18
miR-130a,GO:0042092~type 2 immune response,IL18
miR-130a,GO:0042094~interleukin-2 biosynthetic process,IL18
miR-130a,GO:0042095~interferon-gamma biosynthetic process,IL18
miR-130a,GO:0042104~positive regulation of activated T cell proliferation,IL18
miR-130a,GO:0042231~interleukin-13 biosynthetic process,IL18
miR-130a,GO:0042253~granulocyte macrophage colony-stimulating factor biosynthetic process,IL18
miR-130a,GO:0042346~positive regulation of NF-kappaB import into nucleus,IL18
miR-130a,GO:0042517~positive regulation of tyrosine phosphorylation of Stat3 protein,IL18
miR-130a,GO:0042632~cholesterol homeostasis,IL18
miR-130a,GO:0045630~positive regulation of T-helper 2 cell differentiation,IL18
miR-130a,GO:0045662~negative regulation of myoblast differentiation,IL18
miR-130a,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,IL18
miR-130a,GO:0048661~positive regulation of smooth muscle cell proliferation,IL18
miR-130a,GO:0050729~positive regulation of inflammatory response,IL18
miR-130a,GO:0051142~positive regulation of NK T cell proliferation,IL18
miR-130a,GO:0051897~positive regulation of protein kinase B signaling,IL18
miR-130a,GO:0070328~triglyceride homeostasis,IL18
miR-130a,GO:0071407~cellular response to organic cyclic compound<COMMA>,IL18
miR-130a,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,KLF4
miR-130a,GO:0006366~transcription from RNA polymerase II promoter,KLF4
miR-130a,GO:0007500~mesodermal cell fate determination,KLF4
miR-130a,GO:0008285~negative regulation of cell proliferation,KLF4
miR-130a,GO:0009913~epidermal cell differentiation,KLF4
miR-130a,GO:0010628~positive regulation of gene expression,KLF4
miR-130a,GO:0010629~negative regulation of gene expression,KLF4
miR-130a,GO:0014067~negative regulation of phosphatidylinositol 3-kinase signaling,KLF4
miR-130a,GO:0014740~negative regulation of muscle hyperplasia,KLF4
miR-130a,GO:0019827~stem cell population maintenance,KLF4
miR-130a,GO:0031077~post-embryonic camera-type eye development,KLF4
miR-130a,GO:0032088~negative regulation of NF-kappaB transcription factor activity,KLF4
miR-130a,GO:0032270~positive regulation of cellular protein metabolic process,KLF4
miR-130a,GO:0034115~negative regulation of heterotypic cell-cell adhesion,KLF4
miR-130a,GO:0035019~somatic stem cell population maintenance,KLF4
miR-130a,GO:0035166~post-embryonic hemopoiesis,KLF4
miR-130a,GO:0043154~negative regulation of cysteine-type endopeptidase activity involved in apoptotic process,KLF4
miR-130a,GO:0043551~regulation of phosphatidylinositol 3-kinase activity,KLF4
miR-130a,GO:0045415~negative regulation of interleukin-8 biosynthetic process,KLF4
miR-130a,GO:0045429~positive regulation of nitric oxide biosynthetic process,KLF4
miR-130a,GO:0045444~fat cell differentiation,KLF4
miR-130a,GO:0045595~regulation of cell differentiation,KLF4
miR-130a,GO:0045892~negative regulation of transcription<COMMA> DNA-templated,KLF4
miR-130a,GO:0045893~positive regulation of transcription<COMMA> DNA-templated,KLF4
miR-130a,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,KLF4
miR-130a,GO:0046985~positive regulation of hemoglobin biosynthetic process,KLF4
miR-130a,GO:0048662~negative regulation of smooth muscle cell proliferation,KLF4
miR-130a,GO:0048679~regulation of axon regeneration,KLF4
miR-130a,GO:0048730~epidermis morphogenesis,KLF4
miR-130a,GO:0050728~negative regulation of inflammatory response,KLF4
miR-130a,GO:0051247~positive regulation of protein metabolic process,KLF4
miR-130a,GO:0051898~negative regulation of protein kinase B signaling,KLF4
miR-130a,GO:0051973~positive regulation of telomerase activity,KLF4
miR-130a,GO:0060070~canonical Wnt signaling pathway,KLF4
miR-130a,GO:0060761~negative regulation of response to cytokine stimulus,KLF4
miR-130a,GO:0070301~cellular response to hydrogen peroxide,KLF4
miR-130a,GO:0070373~negative regulation of ERK1 and ERK2 cascade,KLF4
miR-130a,GO:0071300~cellular response to retinoic acid,KLF4
miR-130a,GO:0071363~cellular response to growth factor stimulus,KLF4
miR-130a,GO:0071409~cellular response to cycloheximide,KLF4
miR-130a,GO:0071499~cellular response to laminar fluid shear stress,KLF4
miR-130a,GO:0090051~negative regulation of cell migration involved in sprouting angiogenesis,KLF4
miR-130a,GO:1901653~cellular response to peptide,KLF4
miR-130a,GO:1904998~negative regulation of leukocyte adhesion to arterial endothelial cell,KLF4
miR-130a,GO:2000342~negative regulation of chemokine (C-X-C motif) ligand 2 production,KLF4
miR-130a,GO:2000679~positive regulation of transcription regulatory region DNA binding<COMMA>,KLF4
miR-130a,GO:0006357~regulation of transcription from RNA polymerase II promoter,MAFB
miR-130a,GO:0006366~transcription from RNA polymerase II promoter,MAFB
miR-130a,GO:0007379~segment specification,MAFB
miR-130a,GO:0007399~nervous system development,MAFB
miR-130a,GO:0007423~sensory organ development,MAFB
miR-130a,GO:0007585~respiratory gaseous exchange,MAFB
miR-130a,GO:0021571~rhombomere 5 development,MAFB
miR-130a,GO:0021572~rhombomere 6 development,MAFB
miR-130a,GO:0033077~T cell differentiation in thymus,MAFB
miR-130a,GO:0035284~brain segmentation,MAFB
miR-130a,GO:0042472~inner ear morphogenesis,MAFB
miR-130a,GO:0045647~negative regulation of erythrocyte differentiation,MAFB
miR-130a,GO:0045671~negative regulation of osteoclast differentiation,MAFB
miR-130a,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,MAFB
miR-130a,GO:0048538~thymus development<COMMA>,MAFB
miR-130a,GO:0001525~angiogenesis,MEOX2
miR-130a,GO:0001757~somite specification,MEOX2
miR-130a,GO:0006355~regulation of transcription<COMMA> DNA-templated,MEOX2
miR-130a,GO:0006366~transcription from RNA polymerase II promoter,MEOX2
miR-130a,GO:0007275~multicellular organism development,MEOX2
miR-130a,GO:0007519~skeletal muscle tissue development,MEOX2
miR-130a,GO:0008015~blood circulation,MEOX2
miR-130a,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,MEOX2
miR-130a,GO:0060021~palate development,MEOX2
miR-130a,GO:0060173~limb development,MEOX2
miR-130a,GO:0070997~neuron death,MEOX2
miR-130a,GO:0090051~negative regulation of cell migration involved in sprouting angiogenesis<COMMA>,MEOX2
miR-130a,GO:0000122~negative regulation of transcription from RNA polymerase II promoter,PPARA
miR-130a,GO:0001666~response to hypoxia,PPARA
miR-130a,GO:0006367~transcription initiation from RNA polymerase II promoter,PPARA
miR-130a,GO:0006629~lipid metabolic process,PPARA
miR-130a,GO:0006631~fatty acid metabolic process,PPARA
miR-130a,GO:0007507~heart development,PPARA
miR-130a,GO:0008544~epidermis development,PPARA
miR-130a,GO:0010745~negative regulation of macrophage derived foam cell differentiation,PPARA
miR-130a,GO:0010871~negative regulation of receptor biosynthetic process,PPARA
miR-130a,GO:0010887~negative regulation of cholesterol storage,PPARA
miR-130a,GO:0010891~negative regulation of sequestering of triglyceride,PPARA
miR-130a,GO:0015908~fatty acid transport,PPARA
miR-130a,GO:0030522~intracellular receptor signaling pathway,PPARA
miR-130a,GO:0032000~positive regulation of fatty acid beta-oxidation,PPARA
miR-130a,GO:0032091~negative regulation of protein binding,PPARA
miR-130a,GO:0032099~negative regulation of appetite,PPARA
miR-130a,GO:0032868~response to insulin,PPARA
miR-130a,GO:0032922~circadian regulation of gene expression,PPARA
miR-130a,GO:0035095~behavioral response to nicotine,PPARA
miR-130a,GO:0042060~wound healing,PPARA
miR-130a,GO:0042157~lipoprotein metabolic process,PPARA
miR-130a,GO:0042752~regulation of circadian rhythm,PPARA
miR-130a,GO:0043401~steroid hormone mediated signaling pathway,PPARA
miR-130a,GO:0044255~cellular lipid metabolic process,PPARA
miR-130a,GO:0045722~positive regulation of gluconeogenesis,PPARA
miR-130a,GO:0045776~negative regulation of blood pressure,PPARA
miR-130a,GO:0045820~negative regulation of glycolytic process,PPARA
miR-130a,GO:0045893~positive regulation of transcription<COMMA> DNA-templated,PPARA
miR-130a,GO:0045944~positive regulation of transcription from RNA polymerase II promoter,PPARA
miR-130a,GO:0046321~positive regulation of fatty acid oxidation,PPARA
miR-130a,GO:0050728~negative regulation of inflammatory response,PPARA
miR-130a,GO:0070166~enamel mineralization,PPARA
miR-130a,GO:0072363~regulation of glycolytic process by positive regulation of transcription from RNA polymerase II promoter,PPARA
miR-130a,GO:0072366~regulation of cellular ketone metabolic process by positive regulation of transcription from RNA polymerase II promoter,PPARA
miR-130a,GO:0072369~regulation of lipid transport by positive regulation of transcription from RNA polymerase II promoter,PPARA
miR-130a,GO:1901215~negative regulation of neuron death,PPARA
miR-130a,GO:1902894~negative regulation of pri-miRNA transcription from RNA polymerase II promoter,PPARA
