miRTarBase ID	miRNA	Species (miRNA)	Target Gene	Target Gene (Entrez Gene ID)	Species (Target Gene)	Experiments	Support Type	References (PMID)
MIRT438367	hsa-miR-140-5p	Homo sapiens	ADA	100	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	24530397
MIRT438368	hsa-miR-190a-5p	Homo sapiens	IGF1	3479	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24962367
MIRT438369	hsa-miR-128-3p	Homo sapiens	ISL1	3670	Homo sapiens	Luciferase reporter assay	Functional MTI	24055866
MIRT438371	hsa-miR-181b-5p	Homo sapiens	SIX2	10736	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24055707
MIRT438374	hsa-miR-182-5p	Homo sapiens	THBS1	7057	Homo sapiens	Luciferase reporter assay	Functional MTI	24053448
MIRT438377	hsa-miR-195-5p	Homo sapiens	ELN	2006	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	25201911
MIRT099796	hsa-miR-30a-5p	Homo sapiens	SOX4	6659	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	25201727
MIRT115548	hsa-miR-34c-5p	Homo sapiens	MAZ	4150	Homo sapiens	Luciferase reporter assay//Western blot//immunofluorescence assays//qRT-PCR	Functional MTI	25201524
MIRT438378	hsa-miR-152-3p	Homo sapiens	FGF2	2247	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25190353
MIRT438381	hsa-miR-582-5p	Homo sapiens	EFNB2	1948	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	25176332
MIRT438382	hsa-miR-125b-5p	Homo sapiens	SCNN1A	6337	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25173609
MIRT438383	hsa-miR-125b-5p	Homo sapiens	VPS51	738	Homo sapiens	Luciferase reporter assay	Functional MTI	25172656
MIRT438384	hsa-miR-125a-5p	Homo sapiens	VPS51	738	Homo sapiens	Luciferase reporter assay	Functional MTI	25172656
MIRT262091	hsa-miR-320a	Homo sapiens	BMI1	648	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25171860
MIRT438387	hsa-miR-204-5p	Homo sapiens	SIX1	6495	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25157435
MIRT438388	hsa-miR-944	Homo sapiens	S100PBP	64766	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25156441
MIRT438389	hsa-miR-944	Homo sapiens	HECW2	57520	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25156441
MIRT438391	hsa-miR-183-5p	Homo sapiens	PPP2CB	5516	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	25152390
MIRT438392	hsa-miR-183-5p	Homo sapiens	PPP2R4	5524	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	25152390
MIRT100364	hsa-miR-15a-5p	Homo sapiens	HSPA1B	3304	Homo sapiens	Luciferase reporter assay	Functional MTI	24481955
MIRT438395	hsa-miR-593-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438396	hsa-miR-885-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438397	hsa-miR-380-5p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438398	hsa-miR-124-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438399	hsa-miR-601	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438400	hsa-miR-708-5p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438401	hsa-miR-34b-5p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438402	hsa-miR-665	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438403	hsa-miR-940	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438404	hsa-miR-326	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438405	hsa-miR-363-5p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438406	hsa-miR-214-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438407	hsa-miR-29c-3p	Homo sapiens	CD274	29126	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24577056
MIRT438408	hsa-miR-10a-5p	Homo sapiens	PIK3CG	5294	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24522205
MIRT438409	hsa-miR-197-3p	Homo sapiens	BMF	90427	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR	Functional MTI	24488097
MIRT438410	hsa-miR-197-3p	Homo sapiens	PMAIP1	5366	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR	Functional MTI	24488097
MIRT438413	hsa-miR-639	Homo sapiens	FOXC1	2296	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25130698
MIRT438415	hsa-miR-34c-5p	Homo sapiens	GALNT7	51809	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24482044
MIRT438416	hsa-miR-34b-3p	Homo sapiens	GALNT7	51809	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24482044
MIRT438417	hsa-miR-34a-5p	Homo sapiens	GALNT7	51809	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24482044
MIRT438418	hsa-miR-24-3p	Homo sapiens	FGFR3	2261	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23174883
MIRT438419	hsa-miR-152-3p	Homo sapiens	FGFR3	2261	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23174883
MIRT438420	hsa-miR-425-5p	Homo sapiens	FGFR3	2261	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23174883
MIRT438421	hsa-miR-24-3p	Homo sapiens	TACC3	10460	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23174883
MIRT438422	hsa-miR-152-3p	Homo sapiens	TACC3	10460	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23174883
MIRT438423	hsa-miR-425-5p	Homo sapiens	TACC3	10460	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23174883
MIRT438424	hsa-miR-24-3p	Homo sapiens	MAFB	9935	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23174883
MIRT438425	hsa-miR-152-3p	Homo sapiens	MAFB	9935	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23174883
MIRT438426	hsa-miR-425-5p	Homo sapiens	MAFB	9935	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23174883
MIRT438427	hsa-miR-24-3p	Homo sapiens	CCND1	595	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23174883
MIRT438428	hsa-miR-152-3p	Homo sapiens	CCND1	595	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23174883
MIRT016658	hsa-miR-425-5p	Homo sapiens	CCND1	595	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23174883
MIRT437443	hsa-miR-23a-3p	Homo sapiens	TOP1	7150	Homo sapiens	Flow//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23158364
MIRT437443	hsa-miR-23a-3p	Homo sapiens	TOP1	7150	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24103454
MIRT438431	hsa-miR-29c-3p	Homo sapiens	TIAM1	7074	Homo sapiens	Immunohistochemistry//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23142282
MIRT438432	hsa-miR-517c-3p	Homo sapiens	PTK2B	2185	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23142219
MIRT438433	hsa-miR-517a-3p	Homo sapiens	PTK2B	2185	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23142219
MIRT438434	hsa-miR-29a-3p	Homo sapiens	RNASEL	6041	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23113544
MIRT438435	hsa-miR-128-3p	Homo sapiens	MAPK14	1432	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	23109423
MIRT002610	hsa-miR-124-3p	Homo sapiens	MAPK14	1432	Homo sapiens	Immunoblot//Luciferase reporter assay//qRT-PCR	Functional MTI	23109423
MIRT438437	hsa-miR-181a-5p	Homo sapiens	WIF1	11197	Homo sapiens	Immunofluorescence//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	24755295
MIRT438438	hsa-miR-21-5p	Homo sapiens	TNFRSF10B	8795	Homo sapiens	Luciferase reporter assay	Functional MTI	25118289
MIRT438439	hsa-miR-206	Homo sapiens	CCND1	595	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25111862
MIRT438439	hsa-miR-206	Homo sapiens	CCND1	595	Homo sapiens	Luciferase reporter assay	Functional MTI	24107628
MIRT438440	hsa-miR-665	Homo sapiens	CNR2	1269	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25111814
MIRT438441	hsa-miR-494-3p	Homo sapiens	CNR1	1268	Homo sapiens	Luciferase reporter assay//Western blot	Non-Functional MTI	25111814
MIRT438442	hsa-miR-7515	Homo sapiens	MET	4233	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23087254
MIRT438446	hsa-miR-125b-5p	Homo sapiens	SIRT7	51547	Homo sapiens	Flow//Immunoblot//Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot	Functional MTI	23079745
MIRT438447	hsa-miR-125a-5p	Homo sapiens	SIRT7	51547	Homo sapiens	Flow//Immunoblot//Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot	Functional MTI	23079745
MIRT438448	hsa-miR-198	Homo sapiens	BIRC7	79444	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23069480
MIRT438449	hsa-miR-153-3p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23060044
MIRT000178	hsa-miR-20a-5p	Homo sapiens	TCEAL1	9338	Homo sapiens	Luciferase reporter assay//Microarray//Northern blot//qRT-PCR//Western blot	Functional MTI	23059786
MIRT438452	hsa-miR-455-5p	Homo sapiens	NCSTN	23385	Homo sapiens	Luciferase reporter assay//ELISA	Functional MTI	25100943
MIRT438453	hsa-miR-186-5p	Homo sapiens	NCSTN	23385	Homo sapiens	Luciferase reporter assay//ELISA	Functional MTI	25100943
MIRT438454	hsa-miR-24-3p	Homo sapiens	NCSTN	23385	Homo sapiens	Luciferase reporter assay//ELISA	Functional MTI	25100943
MIRT197720	hsa-miR-15b-5p	Homo sapiens	PPM1D	8493	Homo sapiens	Immunofluorescence//Luciferase reporter assay//Western blot	Functional MTI	25092292
MIRT438457	hsa-miR-18a-5p	Homo sapiens	SDC4	6385	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	25089138
MIRT438458	hsa-miR-1-3p	Homo sapiens	ND1	4535	Homo sapiens	Immunoprecipitaion//Luciferase reporter assay	Functional MTI	25083871
MIRT438459	hsa-miR-1-3p	Homo sapiens	COX1	4512	Homo sapiens	Immunoprecipitaion//Luciferase reporter assay	Functional MTI	25083871
MIRT438460	hsa-miR-18a-5p	Homo sapiens	STK4	6789	Homo sapiens	Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	24752237
MIRT438461	hsa-miR-548m	Homo sapiens	HDAC6	10013	Homo sapiens	Luciferase reporter assay	Functional MTI	24216476
MIRT438462	hsa-miR-138-5p	Homo sapiens	MAP3K11	4296	Homo sapiens	Luciferase reporter assay	Functional MTI	24211202
MIRT438474	hsa-miR-18a-5p	Homo sapiens	BCL2L10	10017	Homo sapiens	Luciferase reporter assay	Functional MTI	24184144
MIRT438475	hsa-miR-494-3p	Homo sapiens	SLC26A3	1811	Homo sapiens	Luciferase reporter assay	Functional MTI	24177028
MIRT438476	hsa-miR-200b-3p	Homo sapiens	DDX53	168400	Homo sapiens	Luciferase reporter assay	Functional MTI	24174534
MIRT438477	hsa-miR-18a-5p	Homo sapiens	FCGR2B	2213	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24169826
MIRT438478	hsa-miR-19a-3p	Homo sapiens	CD22	933	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24169826
MIRT438479	hsa-miR-22-3p	Homo sapiens	BMPR1B	658	Homo sapiens	Luciferase reporter assay	Functional MTI	24163368
MIRT438480	hsa-miR-22-3p	Homo sapiens	BMP6	654	Homo sapiens	Luciferase reporter assay	Functional MTI	24163368
MIRT438481	hsa-miR-92b-3p	Homo sapiens	RECK	8434	Homo sapiens	Luciferase reporter assay	Functional MTI	24162673
MIRT438482	hsa-miR-25-3p	Homo sapiens	HAND2	9464	Homo sapiens	Luciferase reporter assay	Functional MTI	24161931
MIRT438483	hsa-miR-21-5p	Homo sapiens	IGF1R	3480	Homo sapiens	Luciferase reporter assay	Functional MTI	24161401
MIRT438484	hsa-miR-26b-5p	Homo sapiens	IGF1R	3480	Homo sapiens	Luciferase reporter assay	Functional MTI	24161401
MIRT438485	hsa-miR-26b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24161401
MIRT438485	hsa-miR-26b-5p	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24140453
MIRT438486	hsa-miR-320a	Homo sapiens	PTEN	5728	Homo sapiens	Luciferase reporter assay	Functional MTI	24161401
MIRT044504	hsa-miR-320a	Homo sapiens	IGF1R	3480	Homo sapiens	Luciferase reporter assay	Functional MTI	24161401
MIRT438487	hsa-miR-21-5p	Homo sapiens	SIRT2	22933	Homo sapiens	Western blot	Functional MTI	24161395
MIRT438490	hsa-miR-139-5p	Homo sapiens	RHOT1	55288	Homo sapiens	Luciferase reporter assay	Functional MTI	24158791
MIRT438491	hsa-miR-139-5p	Homo sapiens	ZHX2	22882	Homo sapiens	Luciferase reporter assay	Functional MTI	24158791
MIRT438492	hsa-miR-139-5p	Homo sapiens	PIK3CA	5290	Homo sapiens	Luciferase reporter assay	Functional MTI	24158791
MIRT438493	hsa-miR-139-5p	Homo sapiens	NFKB1	4790	Homo sapiens	Luciferase reporter assay	Functional MTI	24158791
MIRT438494	hsa-miR-139-5p	Homo sapiens	HRAS	3265	Homo sapiens	Luciferase reporter assay	Functional MTI	24158791
MIRT438495	hsa-miR-297	Homo sapiens	DGUOK	1716	Homo sapiens	Luciferase reporter assay	Functional MTI	24158111
MIRT438496	hsa-miR-145-5p	Homo sapiens	RPS6KB1	6198	Homo sapiens	Luciferase reporter assay	Functional MTI	24157791
MIRT438498	hsa-miR-199a-5p	Homo sapiens	VEGFA	7422	Homo sapiens	Luciferase reporter assay	Functional MTI	24155090
MIRT438500	hsa-miR-125a-5p	Homo sapiens	CLEC5A	23601	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	24216483
MIRT438501	hsa-miR-552-3p	Homo sapiens	ERBB2	2064	Homo sapiens	Luciferase reporter assay	Functional MTI	24148764
MIRT438502	hsa-miR-541-3p	Homo sapiens	ERBB2	2064	Homo sapiens	Luciferase reporter assay	Functional MTI	24148764
MIRT438503	hsa-miR-498	Homo sapiens	ERBB2	2064	Homo sapiens	Luciferase reporter assay	Functional MTI	24148764
MIRT438504	hsa-miR-323b-5p	Homo sapiens	ERBB2	2064	Homo sapiens	Luciferase reporter assay	Functional MTI	24148764
MIRT438505	hsa-miR-193a-5p	Homo sapiens	ERBB2	2064	Homo sapiens	Luciferase reporter assay	Functional MTI	24148764
MIRT438506	hsa-miR-193a-3p	Homo sapiens	ERBB2	2064	Homo sapiens	Luciferase reporter assay	Functional MTI	24148764
MIRT438507	hsa-miR-134-5p	Homo sapiens	ERBB2	2064	Homo sapiens	Luciferase reporter assay	Functional MTI	24148764
MIRT438509	hsa-miR-181a-5p	Homo sapiens	TWIST1	7291	Homo sapiens	Luciferase reporter assay	Functional MTI	24148247
MIRT438510	hsa-miR-130a-3p	Homo sapiens	XIAP	331	Homo sapiens	Luciferase reporter assay	Functional MTI	24145606
MIRT289587	hsa-miR-941	Homo sapiens	KDM6B	23135	Homo sapiens	Luciferase reporter assay//Western blot//Immunofluorescence//qRT-PCR	Functional MTI	25049231
MIRT438527	hsa-miR-146a-5p	Homo sapiens	COX2	4513	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	25047043
MIRT438528	hsa-miR-200c-3p	Homo sapiens	UBQLN1	29979	Homo sapiens	Immunohistochemistry//Luciferase reporter assay	Functional MTI	25044403
MIRT438530	hsa-miR-22-3p	Homo sapiens	NET1	10276	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	25041463
MIRT438531	hsa-miR-199a-5p	Homo sapiens	CDH2	1000	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25041364
MIRT438532	hsa-miR-199a-5p	Homo sapiens	SNAI1	6615	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25041364
MIRT438533	hsa-miR-24-3p	Homo sapiens	IFNR	3466	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	25030422
MIRT438534	hsa-miR-27a-3p	Homo sapiens	IFNR	3466	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	25030422
MIRT438535	hsa-miR-23a-3p	Homo sapiens	LAMP1	3916	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	25030422
MIRT438536	hsa-miR-9-5p	Homo sapiens	TGFBR2	7048	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	25024357
MIRT438537	hsa-miR-137	Homo sapiens	MTDH	92140	Homo sapiens	Luciferase reporter assay	Functional MTI	24144591
MIRT438538	hsa-miR-661	Homo sapiens	MDM4	4194	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24141721
MIRT438539	hsa-miR-661	Homo sapiens	MDM2	4193	Homo sapiens	qRT-PCR//Western blot	Functional MTI	24141721
MIRT143571	hsa-miR-106a-5p	Homo sapiens	RBL2	5934	Homo sapiens	Luciferase reporter assay	Functional MTI	24045973
MIRT438542	hsa-miR-145-5p	Homo sapiens	CD28	940	Homo sapiens	Luciferase reporter assay	Functional MTI	24043548
MIRT438543	hsa-miR-145-5p	Homo sapiens	NFATC1	4772	Homo sapiens	Luciferase reporter assay	Functional MTI	24043548
MIRT438545	hsa-miR-208a-3p	Homo sapiens	SOX6	55553	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25023649
MIRT438546	hsa-miR-221-3p	Homo sapiens	SOCS3	9021	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25019494
MIRT438547	hsa-miR-221-3p	Homo sapiens	SOCS1	8651	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25019494
MIRT438548	hsa-miR-200c-3p	Homo sapiens	E2F3	1871	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25017995
MIRT438549	hsa-miR-646	Homo sapiens	NOB1	28987	Homo sapiens	Luciferase reporter assay	Functional MTI	25010867
MIRT023398	hsa-miR-122-5p	Homo sapiens	CLIC4	25932	Homo sapiens	Luciferase reporter assay//qRT-PCR	Functional MTI	23793894
MIRT438550	hsa-let-7i-5p	Homo sapiens	NEUROG1	4762	Homo sapiens	ChIP-seq//GFP reporter assay//Immunocytochemistry//Immunohistochemistry//Luciferase reporter assay//qRT-PCR	Functional MTI	23884650
MIRT438551	hsa-let-7i-5p	Homo sapiens	ASCL1	429	Homo sapiens	ChIP-seq//GFP reporter assay//Immunocytochemistry//Immunohistochemistry//Luciferase reporter assay//qRT-PCR	Functional MTI	23884650
MIRT438552	hsa-miR-130b-3p	Homo sapiens	PPARGC1A	10891	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23868745
MIRT438553	hsa-miR-433-3p	Homo sapiens	AZIN1	51582	Homo sapiens	ChIP-seq//Immunohistochemistry//In situ hybridization//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23868013
MIRT438558	hsa-miR-146a-5p	Homo sapiens	DUSP1	1843	Homo sapiens	qRT-PCR//Western blot	Functional MTI	23825193
MIRT207248	hsa-miR-29a-3p	Homo sapiens	TET3	200424	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23820384
MIRT210968	hsa-miR-29a-3p	Homo sapiens	TET2	54790	Homo sapiens	Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23820384
MIRT438574	hsa-miR-126-3p	Homo sapiens	RHOU	58480	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23811937
MIRT438575	hsa-miR-126-3p	Homo sapiens	LRP6	4040	Homo sapiens	Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23811937
MIRT438578	hsa-miR-107	Homo sapiens	SALL4	57167	Homo sapiens	Immunofluorescence//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23811124
MIRT438580	hsa-miR-133b	Homo sapiens	FOXL2	668	Homo sapiens	ChIP-seq//Luciferase reporter assay//qRT-PCR//Western blot	Functional MTI	23810756
MIRT438593	hsa-miR-199a-5p	Homo sapiens	GSK3B	2932	Homo sapiens	ChIP-seq//FACS//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23764775
MIRT438594	hsa-miR-199a-5p	Homo sapiens	FZD4	8322	Homo sapiens	ChIP-seq//FACS//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23764775
MIRT438595	hsa-miR-199a-5p	Homo sapiens	WNT2	7472	Homo sapiens	ChIP-seq//FACS//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23764775
MIRT438596	hsa-miR-199a-5p	Homo sapiens	JAG1	182	Homo sapiens	ChIP-seq//FACS//Immunofluorescence//Immunohistochemistry//Luciferase reporter assay//Microarray//qRT-PCR//Western blot	Functional MTI	23764775
MIRT438600	hsa-miR-126-3p	Homo sapiens	ADM	133	Homo sapiens	Luciferase reporter assay	Functional MTI	24037526
MIRT438601	hsa-miR-221-3p	Homo sapiens	RAD51	5888	Homo sapiens	Western blot	Functional MTI	24036252
MIRT438602	hsa-miR-758-3p	Homo sapiens	TLR7	51284	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	25008898
MIRT438603	hsa-miR-758-3p	Homo sapiens	TLR3	7098	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	25008898
MIRT438605	hsa-miR-143-3p	Homo sapiens	LIMK1	3984	Homo sapiens	Luciferase reporter assay//Western blot	Functional MTI	25003638
MIRT438606	hsa-miR-130a-3p	Homo sapiens	Acvr1	11477	Homo sapiens	Luciferase reporter assay//qRT-PCR//	Functional MTI	25002578
MIRT438607	hsa-miR-125b-5p	Homo sapiens	DUSP6	1848	Homo sapiens	Luciferase reporter assay//Western blot//qRT-PCR	Functional MTI	25001178
